path,image_id,image,trans,type,size,morph,price,text,date,,,
/content/drive/MyDrive/thebreeders/image/,e40da4e6be5ef77fed6e5d8a36779bfe.jpg,/content/drive/MyDrive/thebreeders/image/e40da4e6be5ef77fed6e5d8a36779bfe.jpg,lily baby,crestedgeko,baby,lily,"60,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,55ed08f4b1b50c4c5ca31f3c981c2a5b.jpg,/content/drive/MyDrive/thebreeders/image/55ed08f4b1b50c4c5ca31f3c981c2a5b.jpg,lily baby,crestedgeko,baby,lily,"55,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,e37441eb73283f07ca158e8de1fcc388.jpg,/content/drive/MyDrive/thebreeders/image/e37441eb73283f07ca158e8de1fcc388.jpg,lily baby,crestedgeko,baby,lily,"80,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,b57f689ce4101fcd42f751f660622955.jpg,/content/drive/MyDrive/thebreeders/image/b57f689ce4101fcd42f751f660622955.jpg,lily baby,crestedgeko,baby,lily,"80,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,07d0b9fa2ce78a1be9927dcff247ad76.jpg,/content/drive/MyDrive/thebreeders/image/07d0b9fa2ce78a1be9927dcff247ad76.jpg,lily baby,crestedgeko,baby,lily,"60,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,58313b57e03062b4e52a3a141b768c5b.jpg,/content/drive/MyDrive/thebreeders/image/58313b57e03062b4e52a3a141b768c5b.jpg,lily baby,crestedgeko,baby,lily,"70,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,b38b510f3da33141773dfb51c3a56bad.jpg,/content/drive/MyDrive/thebreeders/image/b38b510f3da33141773dfb51c3a56bad.jpg,lily baby,crestedgeko,baby,lily,"55,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,710d1ec427a1a19e0dcd7dc9aa3efd33.jpg,/content/drive/MyDrive/thebreeders/image/710d1ec427a1a19e0dcd7dc9aa3efd33.jpg,lily baby,crestedgeko,baby,lily,"60,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,5be3a9c4864f52c0461ad01ee5bcde5c.jpg,/content/drive/MyDrive/thebreeders/image/5be3a9c4864f52c0461ad01ee5bcde5c.jpg,lily baby,crestedgeko,baby,lily,"60,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,1ae54081da55a494f8f68de112ac60dc.jpg,/content/drive/MyDrive/thebreeders/image/1ae54081da55a494f8f68de112ac60dc.jpg,lily baby,crestedgeko,baby,lily,"55,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,6a6afb1fd906c32ad435c5f1b4f42e02.jpg,/content/drive/MyDrive/thebreeders/image/6a6afb1fd906c32ad435c5f1b4f42e02.jpg,lily baby,crestedgeko,baby,lily,"55,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,7a79f1f9085039bb0502794b8af4f060.jpg,/content/drive/MyDrive/thebreeders/image/7a79f1f9085039bb0502794b8af4f060.jpg,Crested Gecko Baby,crestedgeko,baby,undefined,"40,000",크레스티드게코 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,092330656dfb43416409849690cf8f33.jpg,/content/drive/MyDrive/thebreeders/image/092330656dfb43416409849690cf8f33.jpg,lily baby,crestedgeko,baby,lily,"80,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,577450d8163cf2026271c9ec4a41bf8f.jpg,/content/drive/MyDrive/thebreeders/image/577450d8163cf2026271c9ec4a41bf8f.jpg,lily baby,crestedgeko,baby,lily,"100,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,aae987f2d2dca96cc2eaf9fe0aa5661c.jpg,/content/drive/MyDrive/thebreeders/image/aae987f2d2dca96cc2eaf9fe0aa5661c.jpg,lily baby,crestedgeko,baby,lily,"80,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,dcd3339af5fd2152e84b6ea4a778c19a.jpg,/content/drive/MyDrive/thebreeders/image/dcd3339af5fd2152e84b6ea4a778c19a.jpg,lily baby,crestedgeko,baby,lily,"70,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,b6d089bdc44c2a2b95f06e09ba787d77.jpg,/content/drive/MyDrive/thebreeders/image/b6d089bdc44c2a2b95f06e09ba787d77.jpg,lily baby,crestedgeko,baby,lily,"70,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,3006c03c9fc2f3a53196ce6ecb6c0ae2.jpg,/content/drive/MyDrive/thebreeders/image/3006c03c9fc2f3a53196ce6ecb6c0ae2.jpg,lily baby,crestedgeko,baby,lily,"90,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,8c02711bf4dff39f580319358d03c638.jpg,/content/drive/MyDrive/thebreeders/image/8c02711bf4dff39f580319358d03c638.jpg,lily baby,crestedgeko,baby,lily,"80,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,cbbf50fc11cf1e1de8037be46061280d.jpg,/content/drive/MyDrive/thebreeders/image/cbbf50fc11cf1e1de8037be46061280d.jpg,lily baby,crestedgeko,baby,lily,"70,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,8ffe1dd6b1ab78155fc424503713593c.jpg,/content/drive/MyDrive/thebreeders/image/8ffe1dd6b1ab78155fc424503713593c.jpg,lily baby,crestedgeko,baby,lily,"80,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,f2e656b2cf2ab8554a87dedbf6f93601.jpg,/content/drive/MyDrive/thebreeders/image/f2e656b2cf2ab8554a87dedbf6f93601.jpg,lily baby,crestedgeko,baby,lily,"75,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,d9394859724293af05e7187d51dacae2.jpg,/content/drive/MyDrive/thebreeders/image/d9394859724293af05e7187d51dacae2.jpg,lily baby,crestedgeko,baby,lily,"80,000",릴리 베이비,202411,,,
/content/drive/MyDrive/thebreeders/image/,5b0a021380c27697baa152f15949eddc.jpg,/content/drive/MyDrive/thebreeders/image/5b0a021380c27697baa152f15949eddc.jpg,Leopard Gecko Galaxy Subadult,leopard,babeadult,undefined,"100,000",레오파드게코 갤럭시 아성체,202411,,,
/content/drive/MyDrive/thebreeders/image/,55361416a0795dc42feab19945a1b8c0.jpg,/content/drive/MyDrive/thebreeders/image/55361416a0795dc42feab19945a1b8c0.jpg,Leopard Gecko Galaxy Subadult,leopard,babeadult,undefined,"100,000",레오파드게코 갤럭시 아성체,202411,,,
/content/drive/MyDrive/thebreeders/image/,b10fab3fcd2e8461e61ef7d1899cf736.jpg,/content/drive/MyDrive/thebreeders/image/b10fab3fcd2e8461e61ef7d1899cf736.jpg,Leopard Gecko Galaxy Subadult,leopard,babeadult,undefined,"100,000",레오파드게코 갤럭시 아성체,202411,,,
/content/drive/MyDrive/thebreeders/image/,3344957adf48b600ca96b11b2d2c21f2.jpg,/content/drive/MyDrive/thebreeders/image/3344957adf48b600ca96b11b2d2c21f2.jpg,male Adult Opal Striped Corn Snakes,snake,adult,undefined,"180,000",오팔 스트라잎 콘스네이크 성체 수,202410,,,
/content/drive/MyDrive/thebreeders/image/,d61c1e77ad0c39a6a3c039906db201d3.jpg,/content/drive/MyDrive/thebreeders/image/d61c1e77ad0c39a6a3c039906db201d3.jpg,Enery Tessera Corn Snake Subadult Female,snake,subadult,undefined,"150,000",에너리 테세라 콘스네이크 준성체 암,202410,,,
/content/drive/MyDrive/thebreeders/image/,d65400789da1f6bc04955213c13b0976.jpg,/content/drive/MyDrive/thebreeders/image/d65400789da1f6bc04955213c13b0976.jpg,Frappuccino semi-adult cancer,crestedgeko,subadult,frapuccino,"200,000",프라푸치노 준성체 암,202410,,,
/content/drive/MyDrive/thebreeders/image/,6aae1b056ee17e0a63623b9ff0cca625.jpg,/content/drive/MyDrive/thebreeders/image/6aae1b056ee17e0a63623b9ff0cca625.jpg,Frappuccino semi-adult cancer,crestedgeko,subadult,frapuccino,"250,000",프라푸치노 준성체 암,202410,,,
/content/drive/MyDrive/thebreeders/image/,17661eec2bf95b529dcf60f4a6419e40.jpg,/content/drive/MyDrive/thebreeders/image/17661eec2bf95b529dcf60f4a6419e40.jpg,Frappuccino semi-maturity male,crestedgeko,subadult,frapuccino,"220,000",프라푸치노 준성체 수,202410,,,
/content/drive/MyDrive/thebreeders/image/,7cbf96380f253dd7d560877d05c3aebc.jpg,/content/drive/MyDrive/thebreeders/image/7cbf96380f253dd7d560877d05c3aebc.jpg,Crested Gecko Adult Female,crestedgeko,adult,undefined,"120,000",크레스티드게코 성체 암,202410,,,
/content/drive/MyDrive/thebreeders/image/,e0c1dff303fa9a6b7331dff0f2497223.jpg,/content/drive/MyDrive/thebreeders/image/e0c1dff303fa9a6b7331dff0f2497223.jpg,Crested Gecko Adult Female,crestedgeko,adult,undefined,"140,000",크레스티드게코 성체 암,202410,,,
/content/drive/MyDrive/thebreeders/image/,767d90a5c4c2c24ce221040804b33b40.jpg,/content/drive/MyDrive/thebreeders/image/767d90a5c4c2c24ce221040804b33b40.jpg,Frappuccino semi-maturity male,crestedgeko,subadult,frapuccino,"360,000",프라푸치노 준성체 수,202410,,,
/content/drive/MyDrive/thebreeders/image/,2b5106ca4dc6964eec4ea2dbaf48d0e9.jpg,/content/drive/MyDrive/thebreeders/image/2b5106ca4dc6964eec4ea2dbaf48d0e9.jpg,Frappuccino Baby,crestedgeko,baby,frapuccino,"170,000",프라푸치노 베이비,202410,,,
/content/drive/MyDrive/thebreeders/image/,ea67ca0a4a7f0730ce237268abc5107e.jpg,/content/drive/MyDrive/thebreeders/image/ea67ca0a4a7f0730ce237268abc5107e.jpg,Frappuccino Baby,crestedgeko,baby,frapuccino,"150,000",프라푸치노 베이비,202410,,,
/content/drive/MyDrive/thebreeders/image/,fef3a942dca7ab8176749637e08dab3f.jpg,/content/drive/MyDrive/thebreeders/image/fef3a942dca7ab8176749637e08dab3f.jpg,Frappuccino Baby,crestedgeko,baby,frapuccino,"150,000",프라푸치노 베이비,202410,,,
